customer_id,age,salary,purchase_amount,city,membership_date,is_premium,rating,score,visits
31.0,28.0,46139.35,44.287743,Paris,2020-01-31 00:00:00,True,B,94.29828,8.0
32.0,53.0,24971.238,104.360565,New York,2020-02-01 00:00:00,True,B,61.037605,6.0
33.0,35.0,55988.348,13.115785,Paris,2020-02-02 00:00:00,True,A,83.497375,3.0
34.0,24.0,59707.938,219.51584,Paris,2020-02-03 00:00:00,False,C,71.03515,5.0
35.0,43.0,42752.203,69.93342,Tokyo,2020-02-04 00:00:00,False,B,11.250313,5.0
36.0,22.0,73609.805,59.665543,Paris,2020-02-05 00:00:00,False,B,73.59204,5.0
37.0,37.0,51571.824,88.15627,New York,2020-02-06 00:00:00,False,A,27.509888,3.0
38.0,15.0,28034.377,98.02531,Tokyo,2020-02-07 00:00:00,False,B,63.910786,7.0
39.0,21.0,53366.777,7.448199,London,2020-02-08 00:00:00,True,B,34.0962,3.0
40.0,36.0,65706.48,114.76467,Paris,2020-02-09 00:00:00,False,B,99.76723,0.375
41.0,42.0,75258.914,27.698177,Tokyo,2020-02-10 00:00:00,True,B,26.355148,6.0
42.0,36.0,43116.734,125.15978,New York,2020-02-11 00:00:00,True,A,27.913048,6.0
43.0,33.0,66180.21,172.89807,Paris,2020-02-12 00:00:00,True,C,93.06722,4.0
44.0,31.0,49422.37,162.9429,Paris,2020-02-13 00:00:00,False,B,2.4644403,5.0
45.0,20.0,47410.59,80.40809,New York,2020-02-14 00:00:00,False,C,69.6689,9.0
46.0,27.0,63254.9,73.43232,New York,2020-02-15 00:00:00,False,A,72.53264,5.0
47.0,30.0,59784.844,15.417263,Paris,2020-02-16 00:00:00,True,C,83.637856,4.0
48.0,45.0,26354.117,149.31946,Tokyo,2020-02-17 00:00:00,True,B,97.44393,3.0
49.0,38.0,72148.1,31.664328,Paris,2020-02-18 00:00:00,False,A,97.56019,6.0
50.0,17.0,70701.37,68.655975,New York,2021-05-13 12:00:00,False,B,6.5276756,2.0
51.0,38.0,40616.56,33.4458,Paris,2020-02-20 00:00:00,True,B,82.18393,6.0
52.0,31.0,51571.824,14.36722,London,2020-02-21 00:00:00,False,B,64.631,6.0
53.0,28.0,51571.824,99.305756,Paris,2020-02-22 00:00:00,False,C,64.734215,6.0
54.0,41.0,53910.105,5.586376,Paris,2020-02-23 00:00:00,False,B,12.834992,5.0
55.0,45.0,41745.42,138.08899,New York,2020-02-24 00:00:00,True,A,65.018715,3.0
56.0,44.0,39925.65,38.211994,Paris,2020-02-25 00:00:00,True,B,98.24826,4.0
500.5,35.0,49616.688,0.013470207,Tokyo,2020-02-26 00:00:00,False,B,91.181854,5.0
58.0,31.0,67590.94,71.56569,Paris,2020-02-27 00:00:00,False,A,43.913067,5.0
59.0,38.0,58154.004,4.798499,Paris,2020-02-28 00:00:00,False,B,3.9947972,5.0
60.0,44.0,51571.824,32.319813,Tokyo,2020-02-29 00:00:00,False,B,36.229347,4.0
61.0,30.0,61575.48,122.750244,Paris,2020-03-01 00:00:00,True,B,82.63903,5.0
62.0,33.0,13163.672,6.4740806,Tokyo,2020-03-02 00:00:00,False,B,70.14991,5.0
500.5,23.0,67231.484,182.84555,Paris,2020-03-03 00:00:00,True,A,45.934364,5.0
64.0,23.0,23904.293,0.38272372,London,2020-03-04 00:00:00,False,B,5.5101533,7.0
65.0,43.0,44563.387,28.345617,Paris,2020-03-05 00:00:00,False,B,42.689472,3.0
66.0,48.0,33204.953,135.05568,New York,2020-03-06 00:00:00,False,A,46.902493,2.0
500.5,34.0,30579.777,38.01924,Tokyo,2020-03-07 00:00:00,False,B,92.85555,4.0
68.0,45.0,51571.824,107.465385,London,2020-03-08 00:00:00,False,B,64.10861,4.0
69.0,38.0,42984.48,44.665268,Tokyo,2020-03-09 00:00:00,False,B,31.16529,6.0
70.0,28.0,55197.56,31.524963,Tokyo,2020-03-10 00:00:00,False,B,52.531826,3.0
71.0,38.0,49296.19,184.96762,Paris,2020-03-11 00:00:00,False,A,6.6055307,5.0
72.0,50.0,57155.613,37.592754,New York,2020-03-12 00:00:00,False,B,97.25682,5.0
73.0,34.0,51152.33,155.55771,Tokyo,2020-03-13 00:00:00,False,A,36.00599,5.0
74.0,50.0,30755.117,222.44409,Paris,2021-05-13 12:00:00,False,B,47.786736,5.0
75.0,11.0,64944.004,56.883865,Paris,2020-03-15 00:00:00,False,B,35.528397,5.0
76.0,43.0,42593.652,240.73141,Paris,2020-03-16 00:00:00,True,B,68.251175,9.375
77.0,35.0,26651.271,47.37194,New York,2021-05-13 12:00:00,True,C,50.44175,5.0
78.0,32.0,43578.273,299.86377,New York,2020-03-18 00:00:00,False,B,71.532234,4.0
79.0,35.0,72511.4,9.3530245,Paris,2020-03-19 00:00:00,True,B,26.814323,4.0
80.0,15.0,62753.324,70.110825,London,2020-03-20 00:00:00,False,C,31.566849,7.0
81.0,35.0,44770.22,68.08511,Paris,2020-03-21 00:00:00,False,C,12.525123,3.0
82.0,38.0,44761.133,49.04493,Paris,2020-03-22 00:00:00,False,A,65.550995,6.0
83.0,49.0,45175.473,100.160866,Paris,2020-03-23 00:00:00,False,A,50.44175,2.0
84.0,29.0,81151.22,121.691315,Paris,2020-03-24 00:00:00,False,B,59.768234,4.0
85.0,26.0,55729.03,0.43728164,London,2020-03-25 00:00:00,False,B,86.96959,4.0
86.0,29.0,56450.625,18.266533,London,2020-03-26 00:00:00,True,B,89.08321,4.0
87.0,44.0,65454.25,124.84335,New York,2020-03-27 00:00:00,True,B,44.903774,8.0
88.0,38.0,53581.836,109.776886,Paris,2020-03-28 00:00:00,False,A,45.93037,5.0
89.0,29.0,46114.367,299.86377,Paris,2020-03-29 00:00:00,True,B,7.6969185,5.0
90.0,35.0,47054.754,143.14499,Paris,2020-03-30 00:00:00,False,B,67.0765,5.0
91.0,35.0,48925.98,299.86377,New York,2020-03-31 00:00:00,False,B,82.12594,7.0
92.0,44.0,49441.668,121.24772,Paris,2020-04-01 00:00:00,False,B,24.465506,8.0
93.0,27.0,60914.44,35.389626,New York,2020-04-02 00:00:00,False,C,42.13009,3.0
94.0,31.0,50779.188,70.110825,Paris,2020-04-03 00:00:00,False,B,83.883934,4.0
95.0,31.0,60989.6,152.24525,Paris,2020-04-04 00:00:00,False,B,87.71204,6.0
96.0,20.0,48789.25,103.32438,New York,2020-04-05 00:00:00,False,B,24.317999,4.0
97.0,37.0,51179.527,4.9385653,London,2020-04-06 00:00:00,True,A,55.057064,4.0
98.0,37.0,20026.99,44.636597,London,2020-04-07 00:00:00,False,C,19.249315,6.0
99.0,35.0,63744.914,299.86377,Tokyo,2020-04-08 00:00:00,False,B,10.187877,2.0
100.0,35.0,55197.33,69.39498,Paris,2020-04-09 00:00:00,False,B,91.11205,4.0
101.0,20.0,64970.152,56.691837,Tokyo,2020-04-10 00:00:00,False,B,82.05075,2.0
500.5,30.0,13163.672,61.19352,London,2020-04-11 00:00:00,False,C,76.00349,8.0
103.0,31.0,81325.62,23.430906,Tokyo,2020-04-12 00:00:00,False,B,4.8766317,7.0
104.0,26.0,47906.156,45.998547,Paris,2020-04-13 00:00:00,False,B,84.37288,2.0
105.0,33.0,66622.74,46.17391,Paris,2020-04-14 00:00:00,True,B,43.80441,5.0
106.0,39.0,34401.41,5.377534,New York,2020-04-15 00:00:00,False,A,34.239513,6.0
107.0,53.0,59191.61,145.9156,Paris,2020-04-16 00:00:00,False,B,54.647636,7.0
108.0,36.0,34198.766,53.87184,New York,2020-04-17 00:00:00,False,B,9.1353245,7.0
109.0,37.0,40643.465,172.69829,Paris,2020-04-18 00:00:00,False,A,75.66466,7.0
110.0,34.0,78710.47,189.94427,London,2020-04-19 00:00:00,False,A,58.243507,6.0
111.0,15.0,47139.766,23.824965,London,2020-04-20 00:00:00,False,B,18.65901,5.0
112.0,34.0,53261.492,107.10559,New York,2020-04-21 00:00:00,False,C,18.82322,5.0
500.5,35.0,63051.016,70.110825,Paris,2020-04-22 00:00:00,False,B,18.424866,8.0
114.0,59.0,57435.227,212.15706,London,2020-04-23 00:00:00,False,A,5.7002387,5.0
115.0,33.0,89519.3,243.01555,Paris,2020-04-24 00:00:00,False,C,58.779846,4.0
116.0,38.0,55474.414,70.110825,Paris,2020-04-25 00:00:00,True,B,84.03482,5.0
117.0,34.0,51571.824,93.58613,Paris,2020-04-26 00:00:00,True,B,1.7498214,8.0
118.0,23.0,49135.72,34.99852,Tokyo,2020-04-27 00:00:00,True,B,4.9004645,5.0
119.0,46.0,53016.484,14.687824,Paris,2020-04-28 00:00:00,False,B,57.277027,2.0
120.0,42.0,65759.81,105.45181,Paris,2020-04-29 00:00:00,False,B,81.94957,3.0
121.0,42.0,66582.89,134.16937,New York,2020-04-30 00:00:00,False,B,32.67389,7.0
122.0,25.0,67805.45,37.92527,Tokyo,2020-05-01 00:00:00,False,B,34.96144,3.0
123.0,49.0,59580.953,103.51661,Paris,2020-05-02 00:00:00,False,B,59.63465,8.0
124.0,20.0,32854.926,50.274323,New York,2020-05-03 00:00:00,False,B,27.42129,1.0
125.0,40.0,74501.48,124.899414,Paris,2020-05-04 00:00:00,False,C,2.6608367,5.0
126.0,56.0,89519.3,222.16313,London,2020-05-05 00:00:00,False,B,73.52285,3.0
127.0,25.0,54539.53,220.92314,Paris,2020-05-06 00:00:00,False,B,62.56499,5.0
128.0,29.0,38685.863,33.88485,Paris,2020-05-07 00:00:00,False,A,58.0756,5.0
129.0,35.0,49037.926,45.85273,Paris,2020-05-08 00:00:00,True,B,74.16841,2.0
130.0,29.0,54931.438,5.984762,New York,2021-05-13 12:00:00,False,B,67.52309,7.0
131.0,19.0,54820.36,11.823438,New York,2020-05-10 00:00:00,False,B,20.5882,2.0
132.0,35.0,56328.812,72.538506,Paris,2020-05-11 00:00:00,False,B,35.248104,4.0
133.0,24.0,74205.67,31.141848,New York,2020-05-12 00:00:00,False,B,12.611014,5.0
134.0,39.0,56803.016,180.47246,New York,2020-05-13 00:00:00,False,A,12.985702,4.0
135.0,25.0,46337.652,1.4802406,Paris,2020-05-14 00:00:00,False,C,67.619576,4.0
136.0,50.0,64461.31,47.657566,Tokyo,2020-05-15 00:00:00,False,C,85.86001,5.0
137.0,27.0,67842.055,70.110825,Tokyo,2020-05-16 00:00:00,False,B,96.27326,4.0
138.0,31.0,31585.883,1.9516852,London,2020-05-17 00:00:00,False,A,62.834713,4.0
139.0,43.0,58961.0,13.280982,New York,2020-05-18 00:00:00,False,B,18.410131,5.0
140.0,22.0,60517.59,53.38259,Paris,2020-05-19 00:00:00,False,B,10.565035,7.0
141.0,37.0,45536.547,67.89772,New York,2020-05-20 00:00:00,False,B,81.285095,6.0
142.0,48.0,70635.6,51.800087,Paris,2020-05-21 00:00:00,True,C,57.87565,6.0
143.0,18.0,51571.824,75.701965,New York,2020-05-22 00:00:00,False,A,61.828503,8.0
144.0,36.0,51883.65,90.41934,New York,2020-05-23 00:00:00,False,C,78.14621,5.0
145.0,37.0,51571.824,0.99733907,Tokyo,2020-05-24 00:00:00,False,B,70.32772,2.0
146.0,42.0,50233.688,62.379868,Paris,2020-05-25 00:00:00,False,C,83.44582,4.0
147.0,35.0,51571.824,299.86377,New York,2020-05-26 00:00:00,False,B,5.6213903,6.0
148.0,21.0,28399.236,73.19551,Tokyo,2020-05-27 00:00:00,True,A,74.75206,3.0
149.0,40.0,73917.58,113.17832,London,2020-05-28 00:00:00,False,A,85.08527,3.0
150.0,37.0,37295.58,37.376858,Tokyo,2020-05-29 00:00:00,False,B,50.44175,5.0
151.0,37.0,35129.113,148.71822,Tokyo,2020-05-30 00:00:00,False,B,64.04473,5.0
152.0,38.0,17699.148,70.110825,Tokyo,2020-05-31 00:00:00,False,C,31.416206,6.0
153.0,35.0,40415.574,73.66729,New York,2020-06-01 00:00:00,True,A,95.797104,2.0
154.0,37.0,30153.652,299.86377,New York,2020-06-02 00:00:00,False,A,3.3423572,6.0
155.0,37.0,74630.23,13.41604,London,2020-06-03 00:00:00,True,B,57.979286,4.0
156.0,27.0,51571.824,1.709292,Paris,2020-06-04 00:00:00,True,B,16.650354,3.0
157.0,53.0,51571.824,147.0364,Paris,2020-06-05 00:00:00,True,C,71.22202,4.0
158.0,39.0,83786.54,164.58713,Paris,2021-05-13 12:00:00,True,C,17.589027,2.0
159.0,23.0,64726.48,12.806889,Paris,2020-06-07 00:00:00,False,B,23.538326,6.0
160.0,41.0,45127.527,30.867807,Paris,2020-06-08 00:00:00,False,A,49.43708,8.0
161.0,25.0,13163.672,1.7708232,Paris,2020-06-09 00:00:00,False,B,91.4835,5.0
162.0,42.0,84364.14,34.71612,Tokyo,2020-06-10 00:00:00,False,B,21.171436,6.0
163.0,46.0,29156.412,70.110825,New York,2020-06-11 00:00:00,False,B,14.424002,5.0
164.0,26.0,25319.02,72.97293,New York,2020-06-12 00:00:00,False,B,75.89768,5.0
165.0,44.0,65338.555,42.785736,Tokyo,2020-06-13 00:00:00,False,B,50.061954,6.0
166.0,39.0,89519.3,299.86377,Paris,2020-06-14 00:00:00,False,B,91.17851,4.0
167.0,43.0,70764.09,0.13545427,Tokyo,2021-05-13 12:00:00,True,A,14.661456,4.0
168.0,53.0,58458.637,35.639004,New York,2020-06-16 00:00:00,False,B,64.59279,5.0
169.0,32.0,58921.316,103.97551,Paris,2020-06-17 00:00:00,False,B,23.287914,5.0
170.0,27.0,62801.234,299.86377,Paris,2020-06-18 00:00:00,False,A,15.676043,4.0
171.0,26.0,61383.93,187.7715,London,2020-06-19 00:00:00,False,B,68.34294,4.0
172.0,26.0,54217.87,2.3877783,Tokyo,2020-06-20 00:00:00,True,C,59.36846,7.0
173.0,34.0,51563.016,228.82938,Paris,2020-06-21 00:00:00,True,B,75.48274,5.0
174.0,38.0,49061.1,152.87727,Tokyo,2020-06-22 00:00:00,True,A,30.946259,4.0
175.0,37.0,38690.53,151.58388,Paris,2020-06-23 00:00:00,False,C,44.797165,3.0
176.0,43.0,45789.875,61.248146,Tokyo,2020-06-24 00:00:00,False,B,40.54717,9.0
177.0,35.0,51571.824,70.110825,Paris,2020-06-25 00:00:00,False,B,98.40894,6.0
178.0,49.0,48524.906,36.084896,London,2020-06-26 00:00:00,True,B,29.224895,6.0
179.0,35.0,35171.133,6.795219,Paris,2020-06-27 00:00:00,False,B,29.481724,4.0
180.0,59.0,33446.16,25.907564,Tokyo,2020-06-28 00:00:00,False,A,35.454823,7.0
181.0,41.0,52698.414,28.316381,Paris,2020-06-29 00:00:00,False,C,56.459408,6.0
182.0,26.0,70880.03,66.17979,Paris,2020-06-30 00:00:00,False,A,25.232275,6.0
183.0,24.0,63774.75,137.61238,London,2020-07-01 00:00:00,False,B,91.52899,2.0
184.0,39.0,51571.824,64.20926,New York,2020-07-02 00:00:00,False,A,26.568556,6.0
185.0,32.0,35155.58,5.958489,Tokyo,2020-07-03 00:00:00,False,B,89.58157,4.0
186.0,42.0,51571.824,299.86377,Paris,2020-07-04 00:00:00,False,B,10.3475065,7.0
187.0,39.0,35262.688,285.9879,London,2020-07-05 00:00:00,False,C,65.65627,8.0
188.0,34.0,89519.3,299.86377,Paris,2020-07-06 00:00:00,False,B,90.698555,6.0
500.5,26.0,58250.78,299.86377,Paris,2020-07-07 00:00:00,True,A,16.874945,3.0
190.0,19.0,35474.832,78.63208,London,2020-07-08 00:00:00,True,B,96.832695,4.0
191.0,30.0,51580.633,299.86377,New York,2020-07-09 00:00:00,True,C,45.288338,5.0
192.0,43.0,29989.617,7.861585,Paris,2020-07-10 00:00:00,True,B,94.57151,3.0
193.0,37.0,40979.484,45.52029,Paris,2021-05-13 12:00:00,False,C,67.68201,5.0
194.0,22.0,51571.824,25.538433,Paris,2021-05-13 12:00:00,True,C,30.158688,8.0
500.5,35.0,26105.094,21.794842,Tokyo,2020-07-13 00:00:00,False,B,18.830252,8.0
196.0,38.0,56607.12,15.175698,London,2020-07-14 00:00:00,True,B,30.373505,5.0
197.0,26.0,51571.824,97.3956,Paris,2020-07-15 00:00:00,True,B,9.301741,5.0
198.0,36.0,58287.348,152.01543,Tokyo,2020-07-16 00:00:00,True,B,14.386797,8.0
199.0,35.0,53358.71,86.34573,Tokyo,2020-07-17 00:00:00,False,B,10.466044,5.0
200.0,23.0,70462.11,15.895202,Paris,2020-07-18 00:00:00,True,B,50.44175,4.0
201.0,38.0,51878.367,166.66634,New York,2020-07-19 00:00:00,False,A,79.55784,3.0
202.0,40.0,43558.918,101.0477,London,2020-07-20 00:00:00,True,B,14.138355,7.0
203.0,35.0,51834.46,49.12938,London,2020-07-21 00:00:00,True,B,13.032043,4.0
204.0,45.0,58149.47,112.12576,New York,2020-07-22 00:00:00,True,B,64.342896,5.0
205.0,21.0,50732.902,30.09767,Paris,2020-07-23 00:00:00,False,A,19.718298,5.0
206.0,25.0,50608.875,42.341354,London,2020-07-24 00:00:00,True,B,9.7610035,3.0
207.0,40.0,39470.125,249.47855,Paris,2020-07-25 00:00:00,False,A,16.684858,5.0
208.0,40.0,40056.484,34.320114,Paris,2020-07-26 00:00:00,False,B,92.37314,4.0
209.0,40.0,28960.922,63.485615,Tokyo,2020-07-27 00:00:00,True,B,82.147125,6.0
210.0,59.0,76243.65,220.85588,Paris,2020-07-28 00:00:00,False,B,35.406456,5.0
211.0,40.0,31342.05,123.00477,Paris,2020-07-29 00:00:00,False,A,65.58208,5.0
212.0,46.0,39606.42,6.422201,Paris,2020-07-30 00:00:00,False,C,53.727566,2.0
213.0,44.0,39223.89,15.935106,New York,2020-07-31 00:00:00,True,A,67.712425,5.0
214.0,41.0,63423.867,0.78724974,London,2020-08-01 00:00:00,False,C,68.26711,3.0
215.0,31.0,45575.754,99.67467,Tokyo,2020-08-02 00:00:00,False,B,62.8734,3.0
216.0,42.0,68716.13,59.36158,London,2020-08-03 00:00:00,True,B,26.610136,5.0
217.0,27.0,39897.64,14.41878,London,2020-08-04 00:00:00,False,C,3.9006422,4.0
218.0,32.0,54184.914,299.86377,New York,2020-08-05 00:00:00,False,B,45.55668,3.0
219.0,30.0,37469.793,75.429886,London,2020-08-06 00:00:00,False,B,89.09739,4.0
220.0,35.0,82177.234,27.693113,Paris,2020-08-07 00:00:00,False,C,56.949726,2.0
221.0,58.0,32186.023,69.43551,London,2020-08-08 00:00:00,False,B,83.239105,6.0
500.5,16.0,54647.312,113.82485,Tokyo,2020-08-09 00:00:00,False,B,99.16244,7.0
223.0,41.0,59506.652,7.9302135,Tokyo,2020-08-10 00:00:00,False,C,16.36162,3.0
224.0,18.0,56206.99,32.11752,Paris,2020-08-11 00:00:00,False,B,69.177765,5.0
225.0,30.0,47220.684,164.48863,Tokyo,2020-08-12 00:00:00,False,B,67.42936,4.0
226.0,45.0,48052.69,61.556572,London,2020-08-13 00:00:00,False,B,97.995544,6.0
227.0,35.0,50657.17,79.09301,Tokyo,2020-08-14 00:00:00,True,A,98.560074,6.0
500.5,24.0,89519.3,299.86377,New York,2020-08-15 00:00:00,True,A,68.66786,2.0
229.0,27.0,64458.188,4.4892707,Tokyo,2020-08-16 00:00:00,True,B,24.361479,2.0
230.0,41.0,83157.84,18.12219,Paris,2020-08-17 00:00:00,False,B,79.85558,5.0
231.0,27.0,41637.625,58.976357,New York,2020-08-18 00:00:00,False,B,10.702913,2.0
232.0,37.0,51571.824,23.469181,Paris,2020-08-19 00:00:00,True,C,78.06993,7.0
233.0,35.0,48675.77,5.127122,Paris,2020-08-20 00:00:00,True,A,91.019615,4.0
234.0,28.0,88695.64,185.5656,London,2020-08-21 00:00:00,True,C,38.28334,5.0
235.0,56.0,37944.883,299.86377,London,2020-08-22 00:00:00,True,B,63.06353,7.0
236.0,41.0,74586.75,70.110825,London,2020-08-23 00:00:00,False,B,43.014275,5.0
237.0,14.0,75165.516,192.26765,Paris,2020-08-24 00:00:00,False,B,43.776505,7.0
238.0,36.0,41696.176,27.704172,Paris,2020-08-25 00:00:00,False,B,31.037088,1.0
239.0,28.0,58534.746,299.86377,Paris,2020-08-26 00:00:00,True,B,76.21296,3.0
240.0,43.0,74425.95,21.930805,New York,2020-08-27 00:00:00,False,C,93.61765,4.0
500.5,27.0,44313.082,299.86377,New York,2020-08-28 00:00:00,True,B,94.07509,9.0
242.0,35.0,46946.293,299.86377,Paris,2020-08-29 00:00:00,False,B,17.478128,4.0
243.0,40.0,41274.785,124.38328,Tokyo,2020-08-30 00:00:00,False,B,87.474365,5.0
244.0,43.0,34778.65,70.110825,London,2020-08-31 00:00:00,False,A,73.74314,6.0
245.0,22.0,40260.836,70.110825,Paris,2020-09-01 00:00:00,True,B,25.283741,6.0
246.0,31.0,31640.896,30.048607,New York,2020-09-02 00:00:00,False,C,6.7284613,3.0
247.0,30.0,50511.254,57.446835,Paris,2020-09-03 00:00:00,False,A,26.799726,3.0
248.0,28.0,38450.402,90.03213,New York,2020-09-04 00:00:00,True,A,91.220825,5.0
249.0,35.0,53506.79,7.58897,Paris,2020-09-05 00:00:00,True,A,63.317867,7.0
250.0,39.0,26661.564,97.37696,Paris,2020-09-06 00:00:00,False,C,72.10547,6.0
251.0,22.0,54963.203,299.86377,Paris,2020-09-07 00:00:00,False,B,25.715235,5.0
252.0,44.0,62502.934,21.085394,New York,2020-09-08 00:00:00,True,B,71.93881,4.0
253.0,56.0,20093.965,157.30824,Paris,2020-09-09 00:00:00,False,A,2.8121507,7.0
254.0,45.0,55610.848,238.48672,Paris,2020-09-10 00:00:00,False,A,37.532135,4.0
255.0,19.0,68415.03,287.7089,London,2020-09-11 00:00:00,False,A,62.675335,8.0
256.0,30.0,31855.385,299.86377,London,2020-09-12 00:00:00,False,B,14.609656,5.0
257.0,47.0,75088.586,73.70147,Paris,2020-09-13 00:00:00,True,B,82.300354,5.0
258.0,27.0,56285.285,299.86377,New York,2020-09-14 00:00:00,False,C,23.50313,4.0
259.0,39.0,39424.82,141.59712,Paris,2020-09-15 00:00:00,True,B,65.22811,5.0
260.0,42.0,49163.465,17.634518,New York,2021-05-13 12:00:00,False,B,40.519714,2.0
261.0,35.0,58374.902,64.79829,London,2020-09-17 00:00:00,True,C,50.44175,3.0
262.0,35.0,51140.082,126.70233,Paris,2020-09-18 00:00:00,False,C,10.745055,7.0
263.0,11.0,58081.34,28.41421,New York,2020-09-19 00:00:00,False,B,1.69128,5.0
264.0,24.0,36189.895,102.33616,Paris,2020-09-20 00:00:00,True,B,90.95644,6.0
265.0,32.0,52540.414,109.84138,Paris,2020-09-21 00:00:00,False,B,50.44175,7.0
266.0,22.0,28794.283,17.757254,Paris,2020-09-22 00:00:00,False,C,81.9677,2.0
267.0,51.0,48331.61,83.26054,Tokyo,2020-09-23 00:00:00,False,C,50.44175,7.0
268.0,35.0,36441.387,147.67746,London,2020-09-24 00:00:00,False,C,21.143126,5.0
269.0,30.0,38967.05,69.09409,Paris,2020-09-25 00:00:00,False,B,26.517075,5.0
270.0,36.0,68541.4,1.2176956,Paris,2020-09-26 00:00:00,False,B,66.28598,7.0
271.0,35.0,66369.65,0.90795636,Tokyo,2020-09-27 00:00:00,True,A,96.54486,6.0
272.0,20.0,59137.07,44.16562,Tokyo,2020-09-28 00:00:00,False,B,91.581436,5.0
273.0,46.0,33615.31,260.63162,London,2020-09-29 00:00:00,True,A,50.28755,0.375
274.0,35.0,45253.875,25.964777,London,2020-09-30 00:00:00,True,B,79.511024,7.0
275.0,25.0,68196.47,100.61161,New York,2020-10-01 00:00:00,False,C,13.574585,5.0
276.0,39.0,52125.754,25.112627,Paris,2020-10-02 00:00:00,False,B,97.74382,5.0
500.5,36.0,84789.945,38.812138,New York,2020-10-03 00:00:00,False,B,96.435326,6.0
278.0,28.0,55899.77,188.41518,Paris,2020-10-04 00:00:00,True,A,16.372896,8.0
279.0,35.0,52880.74,130.51253,Paris,2021-05-13 12:00:00,True,A,29.942312,4.0
280.0,31.0,45363.254,10.026162,Paris,2020-10-06 00:00:00,True,C,10.0155,6.0
281.0,36.0,52003.113,55.984436,London,2021-05-13 12:00:00,False,A,27.17176,4.0
282.0,41.0,47712.953,2.960366,Paris,2020-10-08 00:00:00,True,A,81.59558,1.0
283.0,50.0,60621.63,65.56397,Paris,2020-10-09 00:00:00,False,B,37.831562,3.0
284.0,22.0,64350.535,108.59943,Paris,2020-10-10 00:00:00,False,A,8.839697,4.0
285.0,56.0,38210.156,12.613325,Tokyo,2020-10-11 00:00:00,True,A,50.44175,5.0
286.0,35.0,30031.506,34.092102,Paris,2020-10-12 00:00:00,True,A,98.138336,4.0
287.0,33.0,22456.92,50.72265,Paris,2020-10-13 00:00:00,False,C,62.96836,5.0
288.0,35.0,57619.87,251.98836,Paris,2020-10-14 00:00:00,True,C,50.44175,2.0
289.0,37.0,33449.5,299.86377,New York,2021-05-13 12:00:00,False,B,16.65385,2.0
290.0,28.0,17706.64,4.595106,Tokyo,2020-10-16 00:00:00,False,A,98.61768,5.0
